date,account,daily_pnl,trade_count,avg_size_usd,total_fees,win_rate,long_ratio,net_pnl,value,classification,sentiment_binary,risk_segment,frequency_segment,performance_segment
2024-12-10,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,26600.990442,708,1219.1856920903954,109.375158,0.7556497175141242,0.0,26491.615284,78,Extreme Greed,Greed,Low Risk,Frequent,Inconsistent
2024-12-11,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,1582.001112,40,147.88,2.070297,0.8,0.2,1579.930815,74,Greed,Greed,Low Risk,Infrequent,Consistent Winner
2024-12-11,0x2c229d22b100a7beb69122eed721cee9b24011dd,8544.6855,10,6650.364,9.909002,1.0,0.0,8534.776498,74,Greed,Greed,Low Risk,Infrequent,Inconsistent
2024-12-11,0x39cef799f8b69da1995852eea189df24eb5cae3c,3721.345649,4,40012.55,56.017569,1.0,0.0,3665.32808,74,Greed,Greed,High Risk,Frequent,Inconsistent
2024-12-11,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,1157.689489,110,395.7755454545454,11.627856,0.990909090909091,0.7636363636363637,1146.061633,74,Greed,Greed,Low Risk,Infrequent,Inconsistent
2024-12-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1083.777057,8,32495.41875,77.989005,1.0,0.625,1005.788052,74,Greed,Greed,High Risk,Infrequent,Consistent Winner
2024-12-11,0x6d6a4b953f202f8df5bed40692e7fd865318264a,698.009722,8,136.67374999999998,0.382683,1.0,0.0,697.627039,74,Greed,Greed,Low Risk,Infrequent,Consistent Winner
2024-12-11,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1567.402684,11,7415.44,18.072227,0.7272727272727273,0.0,1549.330457,74,Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-12-11,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,994.238977,15,165.00133333333332,0.620024,1.0,0.0,993.618953,74,Greed,Greed,Low Risk,Infrequent,Inconsistent
2024-12-11,0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,39.7705,1,7158.62,2.505516,1.0,0.0,37.264984,74,Greed,Greed,High Risk,Infrequent,Consistent Winner
2024-12-11,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,274998.942584,156,1762.8148717948718,27.499848,1.0,0.0,274971.442736,74,Greed,Greed,High Risk,Infrequent,Inconsistent
2024-12-11,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,24663.690943,519,1138.0727360308283,27.918405,1.0,0.0,24635.772538,74,Greed,Greed,Low Risk,Frequent,Inconsistent
2024-12-12,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,5806.86932,87,149.09505747126437,4.240023,0.942528735632184,0.2068965517241379,5802.6292969999995,83,Extreme Greed,Greed,Low Risk,Infrequent,Consistent Winner
2024-12-12,0x2c229d22b100a7beb69122eed721cee9b24011dd,7639.595794,39,4522.039743589743,61.725831,1.0,0.0,7577.869963,83,Extreme Greed,Greed,Low Risk,Infrequent,Inconsistent
2024-12-12,0x420ab45e0bd8863569a5efbb9c05d91f40624641,1762.46,10,6750.81,17.102716,1.0,1.0,1745.357284,83,Extreme Greed,Greed,High Risk,Infrequent,Consistent Winner
2024-12-12,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,568.35285,59,553.6425423728814,10.975358,0.7627118644067796,0.7457627118644068,557.377492,83,Extreme Greed,Greed,Low Risk,Infrequent,Inconsistent
2024-12-12,0x6d6a4b953f202f8df5bed40692e7fd865318264a,362.84131,4,133.0725,0.1863,1.0,0.0,362.65501,83,Extreme Greed,Greed,Low Risk,Infrequent,Consistent Winner
2024-12-12,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,323.34897900000016,29,2089.336551724138,11.818831,0.1379310344827586,1.0,311.53014800000017,83,Extreme Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-12-12,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2512.437585,4,1374.4125,1.874216,1.0,0.0,2510.563369,83,Extreme Greed,Greed,Low Risk,Infrequent,Inconsistent
2024-12-12,0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,15.24474,1,771.87,0.270154,1.0,0.0,14.974586,83,Extreme Greed,Greed,High Risk,Infrequent,Consistent Winner
2024-12-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,449328.107544,314,1430.9824522292993,82.264982,1.0,0.0,449245.842562,83,Extreme Greed,Greed,High Risk,Infrequent,Inconsistent
2024-12-12,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,130826.491662,868,1768.861578341014,174.98819,0.976958525345622,0.0195852534562211,130651.503472,83,Extreme Greed,Greed,Low Risk,Frequent,Inconsistent
2024-12-13,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,1522.284412,82,86.38499999999999,2.479218,0.8658536585365854,0.5,1519.805194,76,Extreme Greed,Greed,Low Risk,Infrequent,Consistent Winner
2024-12-13,0x2c229d22b100a7beb69122eed721cee9b24011dd,1966.928945,49,1192.552244897959,20.452246,1.0,0.0,1946.476699,76,Extreme Greed,Greed,Low Risk,Infrequent,Inconsistent
2024-12-13,0x39cef799f8b69da1995852eea189df24eb5cae3c,1116.8006,13,2112.866153846154,2.746723,1.0,0.0,1114.053877,76,Extreme Greed,Greed,High Risk,Frequent,Inconsistent
2024-12-13,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,587.630504,59,763.6438983050847,14.83844,0.8813559322033898,0.6779661016949152,572.792064,76,Extreme Greed,Greed,Low Risk,Infrequent,Inconsistent
2024-12-13,0x4f93fead39b70a1824f981a54d4e55b278e9f760,6790.274613,27,30187.794444444447,244.521118,1.0,0.8148148148148148,6545.753495,76,Extreme Greed,Greed,High Risk,Infrequent,Consistent Winner
2024-12-13,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,8276.625256,25,3514.4876,16.780975,1.0,0.28,8259.844281,76,Extreme Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-12-13,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2270.124102,164,756.2917073170731,14.48144,1.0,0.0,2255.6426619999997,76,Extreme Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-12-13,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,9405.233313,70,4348.018571428572,18.285205,1.0,0.0142857142857142,9386.948108,76,Extreme Greed,Greed,Low Risk,Frequent,Inconsistent
2024-12-14,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,13281.73126,122,205.0317213114754,8.070299,0.9754098360655736,0.2377049180327868,13273.660961,83,Extreme Greed,Greed,Low Risk,Infrequent,Consistent Winner
2024-12-14,0x39cef799f8b69da1995852eea189df24eb5cae3c,1898.178342,1,6591.46,0.659146,1.0,0.0,1897.519196,83,Extreme Greed,Greed,High Risk,Frequent,Inconsistent
2024-12-14,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,1178.021061,32,547.97375,5.771796,0.875,0.53125,1172.249265,83,Extreme Greed,Greed,Low Risk,Infrequent,Inconsistent
2024-12-14,0x4f93fead39b70a1824f981a54d4e55b278e9f760,570.1898180000001,6,19941.796666666665,35.895228,1.0,0.8333333333333334,534.2945900000001,83,Extreme Greed,Greed,High Risk,Infrequent,Consistent Winner
2024-12-14,0x6d6a4b953f202f8df5bed40692e7fd865318264a,39057.10912,80,664.7225000000001,15.692086,1.0,0.0,39041.417034,83,Extreme Greed,Greed,Low Risk,Infrequent,Consistent Winner
2024-12-14,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,-33.03286,11,2730.319090909091,2.883204,0.0909090909090909,1.0,-35.916064,83,Extreme Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-12-14,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,10281.503571,296,1926.725945945946,42.49935,1.0,0.0,10239.004221,83,Extreme Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-12-14,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,100273.248286,50,2005.4666,35.095629,1.0,0.0,100238.152657,83,Extreme Greed,Greed,High Risk,Infrequent,Inconsistent
2024-12-14,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,1294.450646,4,3417.6725,4.098668,1.0,0.0,1290.351978,83,Extreme Greed,Greed,Low Risk,Frequent,Inconsistent
2024-12-15,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,5389.96219,71,155.64647887323943,3.617931,0.9577464788732394,0.323943661971831,5386.344259,80,Extreme Greed,Greed,Low Risk,Infrequent,Consistent Winner
2024-12-15,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,346.827642,5,70.22200000000001,0.1179689999999999,1.0,0.0,346.709673,80,Extreme Greed,Greed,Low Risk,Infrequent,Inconsistent
2024-12-15,0x39cef799f8b69da1995852eea189df24eb5cae3c,6623.483154,23,1243.4539130434782,2.859932,1.0,0.0,6620.623221999999,80,Extreme Greed,Greed,High Risk,Frequent,Inconsistent
2024-12-15,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,10303.889423,73,524.9405479452055,11.435838,1.0,0.1095890410958904,10292.453585,80,Extreme Greed,Greed,Low Risk,Infrequent,Inconsistent
2024-12-15,0x4f93fead39b70a1824f981a54d4e55b278e9f760,263.914304,5,12020.084,18.030127,1.0,0.4,245.884177,80,Extreme Greed,Greed,High Risk,Infrequent,Consistent Winner
2024-12-15,0x6d6a4b953f202f8df5bed40692e7fd865318264a,18879.21027,15,1635.1666666666667,2.452747,1.0,0.0,18876.757523,80,Extreme Greed,Greed,Low Risk,Infrequent,Consistent Winner
2024-12-15,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,126.32543,13,257.79307692307697,0.539723,1.0,0.0,125.78570700000002,80,Extreme Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-12-15,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,3932.676736,236,2207.971144067797,38.477935,0.7923728813559322,0.0,3894.198801,80,Extreme Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-12-15,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,49955.768945,26,1921.375769230769,17.484518,1.0,0.0,49938.284427000006,80,Extreme Greed,Greed,High Risk,Infrequent,Inconsistent
2024-12-15,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,1703.2571850000002,2,4999.985000000001,0.499998,1.0,0.0,1702.7571870000002,80,Extreme Greed,Greed,Low Risk,Frequent,Inconsistent
2024-12-16,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,13190.248859,156,157.86615384615385,8.179734,0.9871794871794872,0.25,13182.069125,83,Extreme Greed,Greed,Low Risk,Infrequent,Consistent Winner
2024-12-16,0x39cef799f8b69da1995852eea189df24eb5cae3c,6942.186825,9,4533.613333333334,4.08025,1.0,0.0,6938.106575,83,Extreme Greed,Greed,High Risk,Frequent,Inconsistent
2024-12-16,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,333.398209,32,729.104375,7.617112,0.84375,0.78125,325.781097,83,Extreme Greed,Greed,Low Risk,Infrequent,Inconsistent
2024-12-16,0x6d6a4b953f202f8df5bed40692e7fd865318264a,12648.870412,47,341.3504255319149,5.615201,1.0,0.0,12643.255211,83,Extreme Greed,Greed,Low Risk,Infrequent,Consistent Winner
2024-12-16,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,758.93225,8,3227.795,2.479037,0.5,0.5,756.453213,83,Extreme Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-12-16,0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,55.987393,1,56.07,0.019624,1.0,0.0,55.967769,83,Extreme Greed,Greed,High Risk,Frequent,Consistent Winner
2024-12-16,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,3923.071266,164,1712.0513414634145,15.802674,1.0,0.0,3907.268592,83,Extreme Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-12-16,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2069.35811,13,192.29384615384615,0.334015,1.0,0.0,2069.024095,83,Extreme Greed,Greed,Low Risk,Infrequent,Inconsistent
2024-12-16,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,126852.290809,116,4695.291379310345,50.600876,1.0,0.0,126801.689933,83,Extreme Greed,Greed,Low Risk,Frequent,Inconsistent
2024-12-17,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,4454.939378,79,120.70962025316454,3.337595,0.9873417721518988,0.240506329113924,4451.601783,87,Extreme Greed,Greed,Low Risk,Infrequent,Consistent Winner
2024-12-17,0x2c229d22b100a7beb69122eed721cee9b24011dd,214.770101,11,692.1336363636364,2.206318,1.0,0.0,212.563783,87,Extreme Greed,Greed,Low Risk,Infrequent,Inconsistent
2024-12-17,0x420ab45e0bd8863569a5efbb9c05d91f40624641,27.63736,11,1272.9681818181818,4.7048760000000005,1.0,0.0,22.932484,87,Extreme Greed,Greed,High Risk,Infrequent,Consistent Winner
2024-12-17,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,21172.081622,141,545.0193617021276,21.488085,0.8226950354609929,0.4468085106382978,21150.593537,87,Extreme Greed,Greed,Low Risk,Infrequent,Inconsistent
2024-12-17,0x6d6a4b953f202f8df5bed40692e7fd865318264a,2244.04603,7,401.2685714285714,0.983103,1.0,0.0,2243.062927,87,Extreme Greed,Greed,Low Risk,Infrequent,Consistent Winner
2024-12-17,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3146.294798,64,1038.92578125,9.938017,1.0,0.578125,3136.356781,87,Extreme Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-12-17,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,9080.193597,260,2377.9966153846153,36.168278,1.0,0.0,9044.025319,87,Extreme Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-12-17,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,256.200336,1,299.74,0.029973,1.0,0.0,256.170363,87,Extreme Greed,Greed,Low Risk,Infrequent,Inconsistent
2024-12-17,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,50346.757308,30,1678.2306666666666,17.621417,1.0,0.0,50329.135891,87,Extreme Greed,Greed,High Risk,Infrequent,Inconsistent
2024-12-17,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,128648.384642,269,2543.013494423792,165.351132,1.0,0.0,128483.03351,87,Extreme Greed,Greed,Low Risk,Frequent,Inconsistent
2024-12-18,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,1613.165903,15,3817.032666666667,20.039416,1.0,0.0,1593.126487,81,Extreme Greed,Greed,Low Risk,Frequent,Inconsistent
2024-12-18,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,3624.489655,85,145.2575294117647,4.3213859999999995,0.9411764705882352,0.2470588235294117,3620.168269,81,Extreme Greed,Greed,Low Risk,Infrequent,Consistent Winner
2024-12-18,0x39cef799f8b69da1995852eea189df24eb5cae3c,136.054186,3,243.15666666666667,0.072947,1.0,0.0,135.981239,81,Extreme Greed,Greed,High Risk,Frequent,Inconsistent
2024-12-18,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,3311.822419,83,448.80253012048195,10.056419,0.5662650602409639,0.4578313253012048,3301.766,81,Extreme Greed,Greed,Low Risk,Infrequent,Inconsistent
2024-12-18,0x4f93fead39b70a1824f981a54d4e55b278e9f760,-4627.220257,40,37662.159,451.945893,0.125,0.875,-5079.16615,81,Extreme Greed,Greed,High Risk,Infrequent,Consistent Winner
2024-12-18,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2507.193252,110,683.5050909090909,9.930964,0.990909090909091,0.8909090909090909,2497.262288,81,Extreme Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-12-18,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2755.818564,154,1643.6653896103896,15.546281,1.0,0.0,2740.272283,81,Extreme Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-12-18,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2222.47801,18,2654.303888888889,16.722106,1.0,1.0,2205.7559039999996,81,Extreme Greed,Greed,High Risk,Infrequent,Inconsistent
2024-12-18,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2139.192941,235,1615.5048085106382,27.8169,0.3914893617021276,0.0,2111.376041,81,Extreme Greed,Greed,Low Risk,Frequent,Inconsistent
2024-12-19,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,1525.329937,94,169.30627659574466,5.570142,0.851063829787234,0.6595744680851063,1519.759795,75,Extreme Greed,Greed,Low Risk,Infrequent,Consistent Winner
2024-12-19,0x420ab45e0bd8863569a5efbb9c05d91f40624641,2229.5212300000003,4,4987.015,6.702547,1.0,1.0,2222.8186830000004,75,Extreme Greed,Greed,High Risk,Infrequent,Consistent Winner
2024-12-19,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,3491.018544,64,504.79859375,8.93551,0.984375,0.4375,3482.083034,75,Extreme Greed,Greed,Low Risk,Infrequent,Inconsistent
2024-12-19,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,7440.638159,36,6395.6305555555555,80.584924,1.0,0.0,7360.053235,75,Extreme Greed,Greed,High Risk,Frequent,Consistent Winner
2024-12-19,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1582.2032900000002,6,40265.395,72.477713,1.0,0.0,1509.7255770000002,75,Extreme Greed,Greed,High Risk,Infrequent,Consistent Winner
2024-12-19,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,13027.2866,214,1628.7360747663552,71.590944,0.9579439252336448,0.1074766355140186,12955.695656,75,Extreme Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-12-19,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,5687.811638,189,2189.7896825396824,40.299997,1.0,0.0,5647.511641,75,Extreme Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-12-19,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,-128.0,12,8414.333333333334,10.097195,0.0,0.0,-138.097195,75,Extreme Greed,Greed,High Risk,Infrequent,Inconsistent
2024-12-19,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,27888.195088,1577,1568.572136968928,422.42768,0.932149651236525,0.0,27465.767408,75,Extreme Greed,Greed,Low Risk,Frequent,Inconsistent
2024-12-20,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,1245.51851,21,8166.33380952381,60.022546,1.0,0.0,1185.4959640000002,74,Greed,Greed,Low Risk,Frequent,Inconsistent
2024-12-20,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,7812.716373,121,275.6774380165289,11.156824,0.9173553719008264,0.1487603305785124,7801.559549,74,Greed,Greed,Low Risk,Infrequent,Consistent Winner
2024-12-20,0x2c229d22b100a7beb69122eed721cee9b24011dd,305.55784,10,1450.397,5.07638,1.0,0.0,300.48145999999997,74,Greed,Greed,Low Risk,Infrequent,Inconsistent
2024-12-20,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,22.80272,1,22.84,0.007674,1.0,0.0,22.795046,74,Greed,Greed,Low Risk,Infrequent,Inconsistent
2024-12-20,0x39cef799f8b69da1995852eea189df24eb5cae3c,1676.302726,3,3613.853333333334,1.201723,1.0,0.6666666666666666,1675.1010030000002,74,Greed,Greed,High Risk,Frequent,Inconsistent
2024-12-20,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,6049.6938279999995,56,804.7089285714285,13.761507,0.9642857142857144,0.4107142857142857,6035.932320999999,74,Greed,Greed,Low Risk,Infrequent,Inconsistent
2024-12-20,0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,53635.529649,108,10973.495462962965,414.798078,0.9166666666666666,0.0,53220.731571,74,Greed,Greed,High Risk,Frequent,Consistent Winner
2024-12-20,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3509.273443,204,581.3232843137255,20.170091,0.965686274509804,0.9901960784313726,3489.103352,74,Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-12-20,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,5930.482942,163,969.3247852760736,17.502564,1.0,0.0,5912.980377999999,74,Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-12-20,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,23353.625678,11,2454.8154545454545,4.1413210000000005,1.0,0.0,23349.484357,74,Greed,Greed,Low Risk,Infrequent,Inconsistent
2024-12-20,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,11799.68,41,3773.4251219512194,15.471021,1.0,1.0,11784.208979,74,Greed,Greed,High Risk,Infrequent,Inconsistent
2024-12-20,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,139628.47633,740,2689.827243243243,208.501625,0.9081081081081082,0.0,139419.974705,74,Greed,Greed,Low Risk,Frequent,Inconsistent
2024-12-21,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,7465.899936,55,318.0521818181818,5.734982,0.9818181818181818,0.0363636363636363,7460.164954,73,Greed,Greed,Low Risk,Infrequent,Consistent Winner
2024-12-21,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,7454.276452,95,527.0014736842105,13.642439,0.9052631578947368,0.3368421052631579,7440.634013,73,Greed,Greed,Low Risk,Infrequent,Inconsistent
2024-12-21,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1367.500173,28,26144.540714285715,219.614133,1.0,0.0,1147.88604,73,Greed,Greed,High Risk,Infrequent,Consistent Winner
2024-12-21,0x6d6a4b953f202f8df5bed40692e7fd865318264a,27649.187167,89,372.85966292134833,11.614553,1.0,0.0,27637.572614,73,Greed,Greed,Low Risk,Infrequent,Consistent Winner
2024-12-21,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,24.4046,4,1610.2875,0.8192429999999999,1.0,0.0,23.585357,73,Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-12-21,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2600.050242,105,2506.136095238095,43.354544,1.0,0.0,2556.695698,73,Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-12-21,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,103460.844587,558,2404.071810035842,217.155739,1.0,0.057347670250896,103243.688848,73,Greed,Greed,Low Risk,Frequent,Inconsistent
2024-12-22,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,1174.025529,42,133.0561904761905,1.955907,0.9761904761904762,0.5238095238095238,1172.069622,73,Greed,Greed,Low Risk,Infrequent,Consistent Winner
2024-12-22,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,1063.854341,45,523.1042222222222,7.081732,0.6666666666666666,0.9777777777777776,1056.772609,73,Greed,Greed,Low Risk,Infrequent,Inconsistent
2024-12-22,0x72743ae2822edd658c0c50608fd7c5c501b2afbd,327545.999992,104,14265.86528846154,148.364951,1.0,1.0,327397.635041,73,Greed,Greed,High Risk,Frequent,Inconsistent
2024-12-22,0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2718.982224,81,2675.131851851852,27.546217,1.0,0.0,2691.436007,73,Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-12-22,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,19694.301887,81,3504.8159259259264,14.19447,1.0,0.0,19680.107417000003,73,Greed,Greed,Low Risk,Frequent,Inconsistent
2024-12-23,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,122.889996,30,243.22,2.5538000000000003,0.9666666666666668,0.7333333333333333,120.336196,70,Greed,Greed,Low Risk,Infrequent,Consistent Winner
2024-12-23,0x2c229d22b100a7beb69122eed721cee9b24011dd,6.476289999999996,23,4811.191739130435,38.730078,0.5217391304347826,0.0,-32.253788,70,Greed,Greed,Low Risk,Infrequent,Inconsistent
2024-12-23,0x420ab45e0bd8863569a5efbb9c05d91f40624641,12082.95,2,13593.75,2.609998,1.0,1.0,12080.340002,70,Greed,Greed,High Risk,Infrequent,Consistent Winner
2024-12-23,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,4704.4420789999995,230,502.91952173913046,28.906624,0.8391304347826087,0.6521739130434783,4675.535454999999,70,Greed,Greed,Low Risk,Infrequent,Inconsistent
2024-12-23,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,657.693565,50,586.8596,3.824571,1.0,1.0,653.868994,70,Greed,Greed,Low Risk,Frequent,Consistent Winner
2024-12-23,0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,8639.369933,54,3610.922592592593,68.246408,1.0,1.0,8571.123524999999,70,Greed,Greed,High Risk,Frequent,Consistent Winner
2024-12-23,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,20549.813184,44,4068.9020454545457,62.661071,1.0,1.0,20487.152113,70,Greed,Greed,High Risk,Infrequent,Inconsistent
2024-12-23,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,-76194.26162399999,971,2752.784160659114,652.409226,0.305870236869207,0.0339855818743563,-76846.67085,70,Greed,Greed,Low Risk,Frequent,Inconsistent
2024-12-24,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,1555.956456,16,532.068125,1.944135,0.9375,0.1875,1554.012321,73,Greed,Greed,Low Risk,Infrequent,Consistent Winner
2024-12-24,0x2c229d22b100a7beb69122eed721cee9b24011dd,343.63336100000004,6,2439.471666666667,5.122886,1.0,0.0,338.51047500000004,73,Greed,Greed,Low Risk,Infrequent,Inconsistent
2024-12-24,0x39cef799f8b69da1995852eea189df24eb5cae3c,14849.788861,16,10536.14125,16.857817,1.0,0.0,14832.931044,73,Greed,Greed,High Risk,Frequent,Inconsistent
2024-12-24,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,1506.989241,62,293.0867741935484,5.097566,0.8225806451612904,0.6935483870967742,1501.891675,73,Greed,Greed,Low Risk,Infrequent,Inconsistent
2024-12-24,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2081.2674110000003,21,33512.43523809524,211.12832,1.0,0.0,1870.139091,73,Greed,Greed,High Risk,Infrequent,Consistent Winner
2024-12-24,0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,3.43,1,963.83,0.33734,1.0,0.0,3.0926600000000004,73,Greed,Greed,High Risk,Infrequent,Consistent Winner
2024-12-24,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,-5527.285214,49,4269.86306122449,49.697,0.0816326530612244,0.4081632653061224,-5576.982214000001,73,Greed,Greed,Low Risk,Frequent,Inconsistent
2024-12-25,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,1530.919365,36,435.9211111111111,5.492574,0.8333333333333334,0.1666666666666666,1525.426791,73,Greed,Greed,Low Risk,Infrequent,Consistent Winner
2024-12-25,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,271.246809,40,558.05075,7.500155,0.75,0.825,263.746654,73,Greed,Greed,Low Risk,Infrequent,Inconsistent
2024-12-25,0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,14.21524,3,1128.07,1.1844739999999998,1.0,0.0,13.030766,73,Greed,Greed,High Risk,Infrequent,Consistent Winner
2024-12-25,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,-1059.724367,3,23800.593333333338,21.420533,0.0,0.0,-1081.1449,73,Greed,Greed,Low Risk,Frequent,Inconsistent
2024-12-26,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,101.860928,31,152.4474193548387,1.654036,0.9032258064516128,0.8064516129032258,100.206892,79,Extreme Greed,Greed,Low Risk,Infrequent,Consistent Winner
2024-12-26,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,29897.971695000004,10,3754.263,3.754263,1.0,0.0,29894.217432000005,79,Extreme Greed,Greed,High Risk,Infrequent,Consistent Winner
2024-12-26,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,9136.439892,62,1469.4824193548388,15.94867,0.9032258064516128,0.4193548387096774,9120.491222,79,Extreme Greed,Greed,Low Risk,Infrequent,Inconsistent
